SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015
050,4,9,02,195,Alaska,Petersburg Borough,3815,3207,3217,3244,3258,3241,3184,3177,10,27,14,-17,-57,-7,14,44,39,39,40,45,3,17,18,13,10,21,11,27,21,26,30,24,2,10,13,15,18,18,-2,-16,-18,-47,-127,-41,0,-6,-5,-32,-109,-23,-1,6,-2,-11,22,-8,43,43,43,44,43,43,43,13.620182634,11.996308828,12.001846438,12.451361868,14.148718755,5.2623432905,5.5367579206,4.0006154793,3.1128404669,6.602735419,8.3578393438,6.4595509074,8.0012309586,9.3385214008,7.545983336,3.0954960532,3.9987696094,4.6160947838,5.6031128405,5.659487502,-4.952793685,-5.536757921,-14.46376366,-39.53307393,-12.89105487,-1.857297632,-1.537988311,-9.847668872,-33.92996109,-7.231567364
050,4,9,02,198,Alaska,Prince of Wales-Hyder Census Area,5559,6172,6212,6377,6383,6396,6384,6341,40,165,6,13,-12,-43,18,82,90,80,71,78,3,48,35,40,50,48,15,34,55,40,21,30,0,1,1,1,1,1,24,127,-44,-12,-51,-27,24,128,-43,-11,-50,-26,1,3,-6,-16,17,-47,50,50,50,50,50,50,50,13.027246008,14.106583072,12.520541513,11.111111111,12.259332024,7.6257049805,5.4858934169,6.2602707567,7.8247261346,7.5442043222,5.4015410279,8.6206896552,6.2602707567,3.2863849765,4.7151277014,0.1588688538,0.1567398119,0.1565067689,0.1564945227,0.1571709234,20.176344428,-6.896551724,-1.878081227,-7.981220657,-4.243614931,20.335213281,-6.739811912,-1.721574458,-7.824726135,-4.086444008
050,4,9,02,220,Alaska,Sitka City and Borough,8881,8881,8898,8914,9054,9003,8881,8863,17,16,140,-51,-122,-18,27,117,113,95,89,86,26,67,58,71,52,45,1,50,55,24,37,41,3,36,56,44,45,47,16,-75,30,-114,-221,-98,19,-39,86,-70,-176,-51,-3,5,-1,-5,17,-8,255,255,256,256,253,259,259,13.137210869,12.577916296,10.522235144,9.9530306419,9.6934174932,7.52301819,6.4559216385,7.8639862657,5.8152538582,5.0721370604,5.6141926791,6.1219946572,2.6582488786,4.1377767837,4.6212804328,4.0422187289,6.2333036509,4.8734562773,5.0324312234,5.2975653742,-8.421289019,3.339269813,-12.62668217,-24.7148289,-11.04598738,-4.37907029,9.5725734639,-7.753225896,-19.68239767,-5.748422002
050,4,9,02,230,Alaska,Skagway Municipality,968,968,965,958,991,1010,1038,1057,-3,-7,33,19,28,19,3,15,7,10,8,9,0,0,1,1,3,15,3,15,6,9,5,-6,0,2,3,3,3,3,-6,-24,22,11,17,26,-6,-22,25,14,20,29,0,0,2,-4,3,-4,32,32,32,32,32,32,32,15.600624025,7.1831708568,9.9950024988,7.8125,8.5918854415,0,1.0261672653,0.9995002499,2.9296875,14.319809069,15.600624025,6.1570035916,8.9955022489,4.8828125,-5.727923628,2.0800832033,3.0785017958,2.9985007496,2.9296875,2.8639618138,-24.96099844,22.575679836,10.994502749,16.6015625,24.821002387,-22.88091524,25.654181632,13.993003498,19.53125,27.6849642
050,4,9,02,240,Alaska,Southeast Fairbanks Census Area,7029,7029,7070,7144,7181,7004,6978,6839,41,74,37,-177,-26,-139,42,122,127,96,112,116,19,39,37,47,50,34,23,83,90,49,62,82,2,20,36,26,24,29,16,-33,-91,-251,-113,-225,18,-13,-55,-225,-89,-196,0,4,2,-1,1,-25,369,369,374,372,369,369,369,17.166174194,17.731239092,13.535424744,16.020597912,16.790909749,5.4875474884,5.1657940663,6.6267183645,7.1520526391,4.9214735471,11.678626706,12.565445026,6.90870638,8.8685452725,11.869436202,2.8141269171,5.0261780105,3.6658442016,3.4329852668,4.1977274372,-4.643309413,-12.70506108,-35.38949595,-16.16363896,-32.56857494,-1.829182496,-7.678883072,-31.72365174,-12.7306537,-28.37084751
050,4,9,02,261,Alaska,Valdez-Cordova Census Area,9636,9636,9659,9731,9727,9771,9493,9362,23,72,-4,44,-278,-131,22,135,109,140,128,139,23,61,55,42,51,43,-1,74,54,98,77,96,2,18,43,37,38,41,22,-32,-101,-71,-436,-217,24,-14,-58,-34,-398,-176,0,12,0,-20,43,-51,201,201,202,206,201,201,201,13.924703455,11.203618049,14.360447225,13.289036545,14.744099708,6.2919030428,5.6532017679,4.3081341676,5.2948504983,4.5611243702,7.6328004126,5.5504162812,10.052313058,7.9941860465,10.182975338,1.8566271274,4.4197759276,3.7952610524,3.9451827243,4.3489790506,-3.300670449,-10.38133416,-7.282798236,-45.26578073,-23.01776717,-1.444043321,-5.961558228,-3.487537183,-41.32059801,-18.66878812
050,4,9,02,275,Alaska,Wrangell City and Borough,2369,2365,2370,2385,2401,2408,2360,2382,5,15,16,7,-48,22,6,27,24,25,26,28,2,12,18,20,14,26,4,15,6,5,12,2,0,0,0,0,1,1,1,-2,13,12,-73,16,1,-2,13,12,-72,17,0,2,-3,-10,12,3,19,19,19,19,16,16,16,11.356466877,10.029251985,10.397171969,10.906040268,11.809363138,5.047318612,7.5219389887,8.3177375754,5.8724832215,10.965837199,6.309148265,2.5073129962,2.0794343938,5.033557047,0.8435259384,0,0,0,0.4194630872,0.4217629692,-0.841219769,5.4325114919,4.9906425452,-30.62080537,6.7482075074,-0.841219769,5.4325114919,4.9906425452,-30.20134228,7.1699704766
050,4,9,02,282,Alaska,Yakutat City and Borough,662,662,662,651,653,636,634,613,0,-11,2,-17,-2,-21,2,8,8,9,6,10,0,5,2,3,2,1,2,3,6,6,4,9,1,6,1,1,2,2,-4,-21,-4,-23,-9,-28,-3,-15,-3,-22,-7,-26,1,1,-1,-1,1,-4,18,18,18,18,18,18,18,12.185833968,12.26993865,13.964313421,9.4488188976,16.038492382,7.61614623,3.0674846626,4.6547711404,3.1496062992,1.6038492382,4.569687738,9.2024539877,9.3095422808,6.2992125984,14.434643144,9.139375476,1.5337423313,1.5515903801,3.1496062992,3.2076984763,-31.98781417,-6.134969325,-35.68657874,-14.17322835,-44.90777867,-22.84843869,-4.601226994,-34.13498836,-11.02362205,-41.70008019
050,4,9,02,290,Alaska,Yukon-Koyukuk Census Area,5588,5588,5588,5731,5731,5661,5563,5533,0,143,0,-70,-98,-30,21,96,87,93,85,82,8,54,60,62,69,74,13,42,27,31,16,8,0,1,2,2,2,2,-7,42,-28,-97,-124,-37,-7,43,-26,-95,-122,-35,-6,58,-1,-6,8,-3,31,31,31,31,31,31,31,16.962629208,15.180596754,16.327247191,15.146115467,14.780100937,9.5414789292,10.469377072,10.884831461,12.295081967,13.33813987,7.4211502783,4.7112196824,5.4424157303,2.8510334996,1.4419610671,0.1766940542,0.3489792357,0.3511235955,0.3563791875,0.3604902668,7.4211502783,-4.8857093,-17.02949438,-22.09550962,-6.669069935,7.5978443325,-4.536730065,-16.67837079,-21.73913043,-6.308579668
040,4,8,04,000,Arizona,Arizona,6392017,6392307,6408208,6468732,6553262,6630799,6728783,6828065,15901,60524,84530,77537,97984,99282,20937,86104,85566,86103,86556,87385,11489,48152,48759,50592,52148,53233,9448,37952,36807,35511,34408,34152,2266,12638,13618,14622,16976,17344,4417,8547,34155,25745,41548,45934,6683,21185,47773,40367,58524,63278,-230,1387,-50,1659,5052,1852,139679,141971,148526,150308,148621,151705,154682,13.373363548,13.141766153,13.061681071,12.957890449,12.891639709,7.4787954281,7.4887148619,7.674721772,7.806831082,7.8533004132,5.8945681194,5.6530512915,5.3869592988,5.151059367,5.0383392954,1.9628886987,2.0915383619,2.218132941,2.541396879,2.5587068617,1.3274892948,5.2457403989,3.9054734349,6.2199550854,6.7765014405,3.2903779935,7.3372787608,6.1236063759,8.7613519645,9.3352083021
050,4,8,04,001,Arizona,Apache County,71518,71518,71766,72387,72946,71953,71858,71474,248,621,559,-993,-95,-384,276,1075,984,995,974,1089,87,586,521,529,649,642,189,489,463,466,325,447,3,23,22,25,25,26,57,128,87,-1490,-408,-810,60,151,109,-1465,-383,-784,-1,-19,-13,6,-37,-47,941,1006,998,913,990,941,968,14.914708678,13.541315462,13.733704166,13.54555632,15.195490191,8.1302504977,7.169741215,7.3016376925,9.0257351663,8.9582228672,6.7844581799,6.3715742467,6.4320664739,4.5198211542,6.2372673234,0.319105395,0.302752988,0.3450679439,0.3476785503,0.3627940725,1.7758908937,1.1972504524,-20.56604946,-5.674113941,-11.30243072,2.0949962887,1.5000034404,-20.22098151,-5.326435391,-10.93963665
050,4,8,04,003,Arizona,Cochise County,131346,131357,131809,132996,131888,129605,127321,126427,452,1187,-1108,-2283,-2284,-894,397,1773,1687,1632,1653,1580,265,1216,1216,1270,1246,1203,132,557,471,362,407,377,115,235,471,302,302,355,203,444,-2069,-2992,-2992,-1725,318,679,-1598,-2690,-2690,-1370,2,-49,19,45,-1,99,6282,6223,6718,6974,5909,5032,5052,13.39098582,12.737651198,12.482169695,12.867518274,12.453300125,9.1841166141,9.1813775086,9.7134531326,9.6992908464,9.4818481328,4.2068692056,3.5562736896,2.7687165622,3.1682274274,2.9714519917,1.7748909575,3.5562736896,2.3098132646,2.3508714572,2.7980516103,3.3534110005,-15.62193262,-22.88397777,-23.29075298,-13.59616628,5.128301958,-12.06565893,-20.57416451,-20.93988152,-10.79811466
050,4,8,04,005,Arizona,Coconino County,134421,134437,134626,134182,135978,136612,137637,139097,189,-444,1796,634,1025,1460,428,1802,1723,1683,1670,1691,165,720,730,741,765,812,263,1082,993,942,905,879,33,112,123,141,172,175,-102,-1667,663,-430,-111,414,-69,-1555,786,-289,61,589,-5,29,17,-19,59,-8,8834,8845,8593,10133,10112,10528,11174,13.407339067,12.755404205,12.348215268,12.178713505,12.221122088,5.3569834231,5.4042049156,5.4367364907,5.5788717552,5.8684512926,8.0503556442,7.3511992893,6.9114787777,6.5998417497,6.3526707958,0.8333085325,0.9105715132,1.0345207088,1.2543345646,1.2647524337,-12.40290468,4.9082025466,-3.15492131,-0.809483353,2.9920429004,-11.56959614,5.8187740598,-2.120400602,0.4448512119,4.2567953341
050,4,8,04,007,Arizona,Gila County,53597,53597,53544,53473,53031,53025,53139,53159,-53,-71,-442,-6,114,20,167,658,592,605,635,620,199,689,698,669,782,777,-32,-31,-106,-64,-147,-157,6,18,21,24,26,27,-13,-41,-353,-3,219,91,-7,-23,-332,21,245,118,-14,-17,-4,37,16,59,917,969,923,921,933,926,919,12.297111674,11.116953354,11.409066908,11.962623865,11.665318256,12.87645888,13.107488921,12.615976465,14.731924193,14.619277879,-0.579347207,-1.990535567,-1.206909557,-2.769300328,-2.953959623,0.3363951522,0.3943513859,0.452591084,0.4898082212,0.508005795,-0.766233402,-6.62885901,-0.056573885,4.1256923251,1.7121676795,-0.42983825,-6.234507624,0.3960171985,4.6155005463,2.2201734746
050,4,8,04,009,Arizona,Graham County,37220,37220,37137,37081,36946,37386,37958,37666,-83,-56,-135,440,572,-292,125,560,527,595,611,608,46,282,269,301,274,270,79,278,258,294,337,338,1,4,3,5,11,12,-163,-336,-405,136,225,-656,-162,-332,-402,141,236,-644,0,-2,9,5,-1,14,3751,3766,3703,3320,3230,3322,3237,15.090678811,14.23804828,16.009255771,16.218942451,16.079551465,7.599234687,7.2676185716,8.0987999785,7.2733064345,7.1405902888,7.4914441241,6.9704297081,7.9104557929,8.9456360161,8.9389611763,0.1077905629,0.0810515082,0.1345315611,0.2919940539,0.3173595684,-9.054407287,-10.94195361,3.659258462,5.9726056488,-17.34898974,-8.946616724,-10.8609021,3.7937900231,6.2645997027,-17.03163017
050,4,8,04,011,Arizona,Greenlee County,8437,8437,8339,8589,8768,8908,9323,9529,-98,250,179,140,415,206,18,114,125,105,141,143,27,51,83,55,32,37,-9,63,42,50,109,106,1,16,13,15,17,17,-95,173,121,100,261,100,-94,189,134,115,278,117,5,-2,3,-25,28,-17,35,37,35,35,35,35,35,13.468809074,14.403410728,11.880515954,15.468158631,15.170804159,6.0255198488,9.5638647232,6.2231274044,3.5105040864,3.9253129641,7.443289225,4.8395460045,5.6573885494,11.957654544,11.245491195,1.8903591682,1.4979547157,1.6972165648,1.8649552959,1.8035221727,20.439508507,13.942501584,11.314777099,28.632548955,10.608953957,22.329867675,15.4404563,13.011993664,30.497504251,12.41247613
050,4,8,04,012,Arizona,La Paz County,20489,20489,20446,20479,20351,20377,20314,20152,-43,33,-128,26,-63,-162,42,195,182,201,211,210,26,198,215,256,232,249,16,-3,-33,-55,-21,-39,-2,36,36,40,44,46,-47,-14,-135,63,-70,-215,-49,22,-99,103,-26,-169,-10,14,4,-22,-16,46,388,363,415,331,393,400,399,9.5296273671,8.9150134705,9.8703594579,10.370843676,10.379083675,9.6762370189,10.531471957,12.571204086,11.403012951,12.306627786,-0.146609652,-1.616458486,-2.700844628,-1.032169276,-1.927544111,1.7593158216,1.7634092579,1.9642506384,2.1626403873,2.2735135669,-0.684178375,-6.612784717,3.0936947555,-3.440564253,-10.62620472,1.0751374465,-4.849375459,5.0579453938,-1.277923865,-8.352691148
050,4,8,04,013,Arizona,Maricopa County,3817117,3817357,3825597,3871957,3945460,4015328,4090022,4167947,8240,46360,73503,69868,74694,77925,13123,53377,54292,54627,55060,55671,6311,25933,26038,27385,28175,28981,6812,27444,28254,27242,26885,26690,1532,8783,8969,9992,11695,11820,189,9408,36089,31365,33711,37670,1721,18191,45058,41357,45406,49490,-293,725,191,1269,2403,1745,53416,53332,53096,54505,56521,59020,61732,13.868561364,13.890009961,13.724018276,13.586088201,13.482976262,6.7379845598,6.6615353895,6.8799721837,6.9521982394,7.0189171211,7.130576804,7.2284745716,6.8440460919,6.6338899616,6.4640591409,2.2820236143,2.2946198214,2.5103042563,2.885748302,2.862689361,2.4444128615,9.2329729884,7.8798731985,8.3182095776,9.1233086489,4.7264364758,11.52759281,10.390177455,11.20395788,11.98599801
050,4,8,04,015,Arizona,Mohave County,200186,200186,200374,202671,203232,202839,203331,204737,188,2297,561,-393,492,1406,491,2013,1870,1745,1794,1854,570,2371,2577,2641,2646,2789,-79,-358,-707,-896,-852,-935,-8,17,10,30,59,62,285,2585,1243,274,1029,2113,277,2602,1253,304,1088,2175,-10,53,15,199,256,166,2629,2650,4091,4661,4721,4802,4832,9.9889590492,9.2140240402,8.5945561244,8.8337395672,9.0867208406,11.765435621,12.697614947,13.007577493,13.029027255,13.669290412,-1.776476572,-3.483590907,-4.413021368,-4.195287687,-4.582569572,0.084357826,0.0492728558,0.1477574119,0.2905187483,0.3038709235,12.827351785,6.1246159797,1.3495176952,5.0668439323,10.356117118,12.911709611,6.1738888355,1.4972751071,5.3573626807,10.659988041
050,4,8,04,017,Arizona,Navajo County,107449,107491,107715,107429,107033,107424,108119,108277,224,-286,-396,391,695,158,453,1740,1607,1624,1579,1597,204,886,913,989,981,963,249,854,694,635,598,634,4,32,36,47,54,55,-24,-1187,-1146,-269,51,-584,-20,-1155,-1110,-222,105,-529,-5,15,20,-22,-8,53,2272,2324,2303,2067,2172,2249,2248,16.175212881,14.986337906,15.145227248,14.651368868,14.759977079,8.23634403,8.5143288788,9.2232941802,9.1025920582,8.9003493595,7.9388688506,6.4720090272,5.9219330682,5.5487768102,5.8596277196,0.2974751794,0.3357238112,0.4383163058,0.5010601133,0.5083273258,-11.03446994,-10.68720799,-2.50866141,0.4732234403,-5.397511969,-10.73699476,-10.35148418,-2.070345104,0.9742835536,-4.889184643
050,4,8,04,019,Arizona,Pima County,980263,980263,981870,988024,992973,997418,1004244,1010025,1607,6154,4949,4445,6826,5781,2898,12078,11817,12043,11994,12048,2004,8631,8704,8873,9140,9251,894,3447,3113,3170,2854,2797,379,1879,2227,2225,2548,2636,437,861,-246,-1375,1037,161,816,2740,1981,850,3585,2797,-103,-33,-145,425,387,187,24139,24222,26011,25621,25674,25834,25522,12.262588748,11.93035628,12.101139927,11.984041262,11.962652456,8.762908055,8.7874943778,8.9158361347,9.1324109665,9.1854662907,3.4996806935,3.1428619024,3.1853037921,2.8516302952,2.7771861653,1.9077168619,2.2483628193,2.2357416206,2.5458843701,2.6173266828,0.8741587111,-0.248359791,-1.38163808,1.0361389685,0.1598594825,2.781875573,2.0000030288,0.8541035405,3.5820233386,2.7771861653
050,4,8,04,021,Arizona,Pinal County,375770,375770,379384,378044,382349,385360,396521,406584,3614,-1340,4305,3011,11161,10063,1172,4912,4531,4646,4579,4625,640,2366,2477,2518,2685,2739,532,2546,2054,2128,1894,1886,110,846,820,931,1085,1103,2775,-5237,1638,371,6817,7629,2885,-4391,2458,1302,7902,8732,197,505,-207,-419,1365,-555,26245,27800,27613,27550,25512,25952,25298,12.97020971,11.917521597,12.103544442,11.712779822,11.517796552,6.2474585043,6.5150520849,6.5597772072,6.8680528111,6.8210258933,6.7227512054,5.4024695125,5.5437672347,4.8447270109,4.6967706589,2.2338756951,2.1567794548,2.4253981652,2.7753583985,2.7468388318,-13.82837709,4.308298472,0.9665120508,17.437436132,18.998761059,-11.59450139,6.4650779268,3.391910216,20.21279453,21.74559989
050,4,8,04,023,Arizona,Santa Cruz County,47420,47420,47410,47657,47464,47120,46661,46461,-10,247,-193,-344,-459,-200,179,710,660,670,635,628,40,273,278,293,293,301,139,437,382,377,342,327,8,108,60,75,89,93,-155,-288,-650,-830,-921,-643,-147,-180,-590,-755,-832,-550,-2,-10,15,34,31,23,384,367,365,484,467,375,407,14.936834022,13.877061848,14.167301023,13.542188716,13.487682825,5.7433178706,5.845186657,6.1955510446,6.2486004628,6.464637787,9.1935161518,8.0318751905,7.9717499789,7.2935882535,7.0230450377,2.2720817949,1.261551077,1.5858919056,1.8980390484,1.9973797814,-6.058884787,-13.66680333,-17.55053709,-19.64150521,-13.80984085,-3.786802992,-12.40525226,-15.96464518,-17.74346616,-11.81246107
050,4,8,04,025,Arizona,Yavapai County,211033,211015,211122,211135,212468,215271,218852,222255,107,13,1333,2803,3581,3403,461,1844,1733,1859,1906,1914,641,2611,2603,2723,2825,2726,-180,-767,-870,-864,-919,-812,32,96,141,172,218,221,308,558,2095,3538,3917,3884,340,654,2236,3710,4135,4105,-53,126,-33,-43,365,110,3525,3544,3612,3616,3682,3813,3777,8.7340174349,8.1821894557,8.6922165152,8.7809215361,8.678166522,12.366876097,12.28980909,12.732063244,13.014744669,12.359812925,-3.632858662,-4.107619634,-4.039846729,-4.233823133,-3.681646403,0.4546993892,0.6657176649,0.804228747,1.0043236594,1.0020244521,2.6429401999,9.8913369358,16.542798295,18.045576945,17.610239692,3.0976395892,10.557054601,17.347027042,19.049900604,18.612264145
050,4,8,04,027,Arizona,Yuma County,195751,195750,197069,202628,202375,202173,203483,204275,1319,5559,-253,-202,1310,792,707,3253,3236,3073,3114,3107,264,1339,1437,1349,1423,1493,443,1914,1799,1724,1691,1614,52,433,666,598,631,696,762,3160,-2777,-2713,-1217,-1495,814,3593,-2111,-2115,-586,-799,62,52,59,189,205,-23,5921,6523,10050,9177,8270,8476,9082,16.277330078,15.980128542,15.192263959,15.352909855,15.239431231,6.700075307,7.0962437315,6.6691715198,7.0157966356,7.3229709779,9.5772547705,8.8838848107,8.523092439,8.3371132191,7.9164602534,2.1666412307,3.2888645269,2.9563858924,3.1110103142,3.4137895516,15.811977573,-13.71347867,-13.41249988,-6.000157769,-7.332780718,17.978618804,-10.42461414,-10.45611398,-2.889147455,-3.918991166
040,3,7,05,000,Arkansas,Arkansas,2915918,2915958,2922394,2938538,2949499,2957957,2966835,2978204,6436,16144,10961,8458,8878,11369,9439,38445,38604,37979,37912,37820,7023,29427,29741,30945,29154,29401,2416,9018,8863,7034,8758,8419,736,2816,3176,3321,3813,3893,3182,4001,-1273,-1306,-3143,-1212,3918,6817,1903,2015,670,2681,102,309,195,-591,-550,269,78973,80163,81466,81279,81681,83206,84027,13.119073895,13.112689339,12.857988278,12.797748849,12.723213422,10.041747626,10.102178366,10.476590939,9.8413581439,9.8909359552,3.0773262682,3.0105109734,2.3813973392,2.9563907054,2.832277467,0.9609393182,1.0787975687,1.1243418487,1.2871337931,1.3096634017,1.3653118651,-0.432402174,-0.442153103,-1.060965516,-0.40773492,2.3262511833,0.6463953946,0.6821887459,0.2261682773,0.9019284819
050,3,7,05,001,Arkansas,Arkansas County,19019,19018,19014,18883,18984,18791,18564,18433,-4,-131,101,-193,-227,-131,73,234,285,244,238,240,34,258,254,249,198,229,39,-24,31,-5,40,11,4,20,19,20,23,23,-44,-124,53,-198,-293,-138,-40,-104,72,-178,-270,-115,-3,-3,-2,-10,3,-27,247,247,247,247,247,247,247,12.349262475,15.052684395,12.918596956,12.742604738,12.974024921,13.615853498,13.415374865,13.183322303,10.600990497,12.379382112,-1.266591023,1.6373095307,-0.264725347,2.1416142417,0.5946428089,1.0554925192,1.003512293,1.0589013898,1.231428189,1.2433440549,-6.544053619,2.7992711332,-10.48312376,-15.68732432,-7.46006433,-5.4885611,3.8027834262,-9.424222369,-14.45589613,-6.216720275
050,3,7,05,003,Arkansas,Ashley County,21853,21853,21831,21651,21491,21238,20926,20838,-22,-180,-160,-253,-312,-88,60,290,253,269,262,251,49,271,210,261,256,259,11,19,43,8,6,-8,0,-1,-1,-1,0,0,-31,-191,-203,-253,-313,-93,-31,-192,-204,-254,-313,-93,-2,-7,1,-7,-5,13,191,191,191,191,191,191,191,13.338852859,11.728709842,12.590980365,12.42766341,12.019921463,12.464928016,9.7352927542,12.216527417,12.143060431,12.40302653,0.8739248425,1.9934170878,0.3744529476,0.2846029788,-0.383105067,-0.045996044,-0.046358537,-0.046806618,0,0,-8.785244469,-9.410782996,-11.84207447,-14.84678873,-4.453596399,-8.831240513,-9.457141533,-11.88888109,-14.84678873,-4.453596399
050,3,7,05,005,Arkansas,Baxter County,41513,41513,41538,41273,41066,40965,40842,41053,25,-265,-207,-101,-123,211,83,335,328,342,360,346,135,677,674,666,658,647,-52,-342,-346,-324,-298,-301,0,1,2,2,2,2,77,87,133,199,216,438,77,88,135,201,218,440,0,-11,4,22,-43,72,595,595,595,595,595,595,595,8.0907125865,7.9670629957,8.3383111263,8.8012028311,8.4498443128,16.350484839,16.371342863,16.237763772,16.086642952,15.800720435,-8.259772252,-8.404279867,-7.899452646,-7.285440121,-7.350876122,0.0241513809,0.0485796524,0.0487620534,0.0488955713,0.0488430307,2.1011701344,3.2305468854,4.8518243103,5.2807216986,10.696623726,2.1253215153,3.2791265378,4.9005863637,5.3296172699,10.745466756
050,3,7,05,007,Arkansas,Benton County,221339,221344,223010,227899,232973,237580,242868,249672,1666,4889,5074,4607,5288,6804,824,3265,3343,3217,3396,3416,296,1595,1674,1669,1620,1642,528,1670,1669,1548,1776,1774,136,598,633,697,812,813,963,2517,2716,2196,2707,4003,1099,3115,3349,2893,3519,4816,39,104,56,166,-7,214,2061,2061,2141,2132,2108,2109,2109,14.481857758,14.507281848,13.673273786,14.136805648,13.870954643,7.0745982005,7.2644899234,7.0937811469,6.7437058745,6.6674787834,7.4072595579,7.2427919249,6.5794926395,7.3930997735,7.2034758598,2.6524198896,2.7469666198,2.9624718151,3.3801785001,3.3012547204,11.164115154,11.786352827,9.3336988607,11.268649261,16.2545174,13.816535044,14.533319447,12.296170676,14.648827761,19.55577212
050,3,7,05,009,Arkansas,Boone County,36903,36903,36897,37045,37328,37387,37152,37222,-6,148,283,59,-235,70,89,412,467,479,440,458,115,395,398,460,408,436,-26,17,69,19,32,22,-1,-1,-6,-4,-4,-3,23,148,225,24,-243,19,22,147,219,20,-247,16,-2,-16,-5,20,-20,32,465,465,465,465,465,465,465,11.143869519,12.558320896,12.822057151,11.805900267,12.316131982,10.684049661,10.702808815,12.313457806,10.947289338,11.724527389,0.4598198588,1.855512081,0.5085993442,0.8586109285,0.591604593,-0.027048227,-0.161348877,-0.107073546,-0.107326366,-0.080673354,4.0031375943,6.0505828728,0.6424412769,-6.520076738,0.5109312394,3.9760893673,5.8892339962,0.5353677307,-6.627403104,0.4302578858
050,3,7,05,011,Arkansas,Bradley County,11508,11508,11486,11450,11280,11145,11061,11094,-22,-36,-170,-135,-84,33,34,149,129,153,128,133,66,152,147,157,152,128,-32,-3,-18,-4,-24,5,4,4,-4,-4,-4,-2,10,-33,-150,-119,-53,18,14,-29,-154,-123,-57,16,-4,-4,2,-8,-3,12,220,222,259,233,223,223,223,12.99267527,11.350637923,13.64548495,11.528415743,12.006319115,13.254272759,12.934447866,14.002229654,13.689993695,11.554953735,-0.261597489,-1.583809943,-0.356744705,-2.161577952,0.4513653803,0.3487966516,-0.351957765,-0.356744705,-0.360262992,-0.180546152,-2.877572375,-13.19841619,-10.61315496,-4.773484644,1.624915369,-2.528775724,-13.55037396,-10.96989967,-5.133747636,1.4443692169
050,3,7,05,013,Arkansas,Calhoun County,5368,5368,5338,5286,5306,5214,5188,5229,-30,-52,20,-92,-26,41,15,41,48,50,48,48,4,57,50,70,52,43,11,-16,-2,-20,-4,5,0,0,0,0,0,0,-35,-71,20,-59,-26,38,-35,-71,20,-59,-26,38,-6,35,2,-13,4,-2,175,175,175,175,175,175,175,7.718373494,9.0634441088,9.5057034221,9.2289944241,9.2157050974,10.730421687,9.4410876133,13.307984791,9.9980772928,8.2557358165,-3.012048193,-0.377643505,-3.802281369,-0.769082869,0.959969281,0,0,0,0,0,-13.36596386,3.7764350453,-11.21673004,-4.999038646,7.2957665355,-13.36596386,3.7764350453,-11.21673004,-4.999038646,7.2957665355
